Name:,Lucie Farrell
Email:,lqf5273@psu.edu
Direct Fetched:,F
Hand Fetched:,T
Comment:,Collecting data from the Supplementary Datasheet of Wang, J., Kwon, H., Kim, H.S. et al.'s paper, A neural network model for high entropy alloy design (DOI: 10.1038/s41524-023-01010-x).

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Cr20 Mn20 Co20 Ni20 Cu20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1039/C9NR08338C
None,Cr33.34 Co33.33 Ni33.33,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 15 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 22 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100404
None,Cr10 Mn10 Fe10 Co10 Ni60,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100404
None,Cr10 Mn50 Fe20 Co10 Ni10,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.11.055
None,Cr10 Mn50 Fe20 Co10 Ni10,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 3 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.11.055
None,Cr39.4 Co30.3 Ni30.3,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 6 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139122
None,Cr39.4 Co30.3 Ni30.3,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 6 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139122
None,Al15 Cr21.25 Fe21.25 Co21.25 Ni21.25,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139122
None,C3.3 Cr9.67 Mn38.68 Fe38.68 Co9.67,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140927
None,Cr25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al3.48 Cr16.65 Fe19.17 Co21.71 Ni38.99,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al6.63 Cr16.47 Fe17.38 Co17.69 Ni41.83,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al10.02 Cr13.54 Fe14.1 Co14.86 Ni47.48,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al10.52 Cr11.39 Fe12.25 Co13.25 Ni52.59,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Al3 Cr32.34 Co32.33 Ni32.33,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Al3 Cr32.34 Co32.33 Ni32.33,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Al3 Cr32.34 Co32.33 Ni32.33,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1323 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C0.93 Cr19.814 Mn19.814 Fe19.814 Co19.814 Ni19.814,None, AC+H, homogenized at 1323 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C0.93 Cr19.814 Mn19.814 Fe19.814 Co19.814 Ni19.814,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.38 Cr19.724 Mn19.724 Fe19.724 Co19.724 Ni19.724,None, AC+H, homogenized at 1323 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.38 Cr19.724 Mn19.724 Fe19.724 Co19.724 Ni19.724,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.84 Cr19.632 Mn19.632 Fe19.632 Co19.632 Ni19.632,None, AC+H, homogenized at 1323 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.84 Cr19.632 Mn19.632 Fe19.632 Co19.632 Ni19.632,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H, homogenized at 1373 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H+A, homogenized at 1373 K + annealed at 823 K for 15 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H+A, homogenized at 1373 K + annealed at 823 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H+A, homogenized at 1373 K + annealed at 823 K for 25 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Fe33.34 Co33.33 Ni33.33,None, AC+A, annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2017.04.007
None,Al7.14 Mn7.14 Fe28.58 Co28.57 Ni28.57,None, AC+A, annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2017.04.007
None,Al12.5 Mn12.5 Fe25 Co25 Ni25,None, AC+A, annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2017.04.007
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 1423 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 1173 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 893 K for 50 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 823 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,V33.33 Co33.33 Ni33.34,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,V33.33 Co33.33 Ni33.34,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC+H+A, homogenized at 1373 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al7 V31 Co31 Ni31,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Cr14.29 Fe14.29 Ni35.71 Cu35.71,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr13.33 Mn6.68 Fe13.33 Ni33.33 Cu33.33,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr12.5 Mn12.5 Fe12.5 Ni31.25 Cu31.25,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr11.76 Mn17.66 Fe11.76 Ni29.41 Cu29.41,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr11.11 Mn22.22 Fe11.11 Ni27.78 Cu27.78,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr10.52 Mn26.32 Fe10.52 Ni26.32 Cu26.32,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr10 Mn30 Fe10 Ni25 Cu25,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Cr9.52 Mn33.34 Fe9.52 Ni23.81 Cu23.81,None, AC+H, homogenized at 1273 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2016.06.011
None,Al9.1 Fe30.3 Co30.3 Ni30.3,None, AC+A, annealed at 1523 K for 10 min,UTS,None,None,None,None,None,Pa,None,10.1038/s41598-020-61538-6
None,Al9.1 Fe30.3 Co30.3 Ni30.3,None, AC+A, annealed at 973 K for 50 h,UTS,None,None,None,None,None,Pa,None,10.1038/s41598-020-61538-6
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Cr20 Mn20 Fe20 Co23 Ni17,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Cr20 Mn20 Fe20 Co27 Ni13,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Cr20 Mn20 Fe20 Co30 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.04.035
None,Al10 Fe34 Co17 Ni34 Mo5,None, AC+H+A, homogenized at 1573 K + annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2018.01.045
None,Cr25 Fe35 Co35 Ni5,None, AC+H+A, homogenized at 1473 K + annealed at 1423 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138403
None,Cr25 Fe26 Co35 Ni14,None, AC+H+A, homogenized at 1473 K + annealed at 1423 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138403
None,Al9.4 Fe31.9 Co30.1 Ni28.6,None, AC+H+A, homogenized at 1523 K + annealed at 1523 K for 5 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2020.100755
None,Al9.4 Fe31.9 Co30.1 Ni28.6,None, AC+H+A, homogenized at 1523 K + annealed at 973 K for 50 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2020.100755
None,Cr10 Mn30 Fe50 Co10,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C1 Cr9.9 Mn29.7 Fe49.5 Co9.9,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C2 Cr9.8 Mn29.4 Fe49 Co9.8,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C4 Cr9.6 Mn28.8 Fe48 Co9.6,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,C6 Cr9.4 Mn28.2 Fe47 Co9.4,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123501
None,V25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 1253 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matdes.2019.107648
None,Mn20 Fe20 Co20 Ni20 Cu20,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Fe25 Co25 Ni25 Cu25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Mn25 Co25 Ni25 Cu25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Mn25 Fe25 Ni25 Cu25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Mn25 Fe25 Co25 Cu25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1002/adem.202000848
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 30 min,UTS,None,None,None,None,None,Pa,None,10.1007/s11661-020-05738-9
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.05.122
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.05.122
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC+A, annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.05.122
None,Cr7 Mn25 Co9 Ni23 Cu36,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.07.008
None,Cr10 Mn40 Fe40 Co10,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2018.01.045
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,Al7.5 Cr6 Mn34.8 Fe40.4 Ni11.3,None, AC+A, annealed at 1073 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,C1.1 Al7.42 Cr5.93 Mn34.42 Fe39.96 Ni11.17,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,C1.1 Al7.42 Cr5.93 Mn34.42 Fe39.96 Ni11.17,None, AC+A, annealed at 1073 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,C1.1 Al7.42 Cr5.93 Mn34.42 Fe39.96 Ni11.17,None, AC+A, annealed at 1423 K for 24 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.01.083
None,Cr24.1 Fe24.1 Co24.1 Ni24.1 Mo3.6,None, AC+A, annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2020.155688
None,Cr25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Cr25 Fe20 Co30 Ni20 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Cr25 Fe15 Co40 Ni15 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Cr25 Fe10 Co50 Ni10 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.09.050
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+A, annealed at 1373 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138424
None,Al14 Cr28 Co28 Ni30,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1088/2053-1591/ab49d0
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.02.038
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H, homogenized at 1473 K,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,V10.64 Fe21.28 Co21.28 Ni42.55 Mo4.25,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139027
None,Cr20 Mn15 Fe15 Co35 Ni15,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.02.018
None,Cr25 Mn15 Fe10 Co35 Ni15,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 6 min,UTS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2019.02.018
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Cr33 Co33 Ni33 Mo1,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Cr31.66 Co31.67 Ni31.67 Mo5,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,UTS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.04.062
None,Al10 Cr9 Mn36 Fe36 Ni9,None, AC, ,UTS,None,None,None,None,None,Pa,None,10.1080/02670836.2020.1839194
